ID	premise1	premise2	premise3	premise4	hypothesis	entailment_judgments	neutral_judgments	contradiction_judgments	gold_label
8570	5266194002.jpg#1/Two women stuff filing in wrappers while a man wearing a blue t-shirt looks on.	5266194002.jpg#2/Man looks down at two women cooking with a silly look on his face.	5266194002.jpg#3/Two women are busy cooking while a family member looks on.	5266194002.jpg#4/Two women cook while a man looks on in disapproval.	A man sitting on a machine.	1	1	3	contradiction
8571	3341489212.jpg#0/Little girl in watermelon swimsuit, emerges from pool and flips wet hair.	3341489212.jpg#1/Girl in swimming pool flinging her hair back over her head.	3341489212.jpg#2/A young girl whips her hair over her head in a public pool	3341489212.jpg#3/Girl slinging water out of hair while in a pool.	A child jumping out of the water.	5	0	0	entailment
8572	4863204977.jpg#0/Two young women in Middle-Eastern-style headscarves walk down a city street.	4863204977.jpg#1/Two middle eastern women walk down the street with their shopping bags.	4863204977.jpg#2/Two women are conversing as they walk down the street.	4863204977.jpg#4/People going for a walk in a diverse city.	A woman talking.	5	0	0	entailment
8573	4833952388.jpg#0/A blond girl with a leather jacket on smiles at her friend while they stand in the rain at a concert.	4833952388.jpg#1/A blond girl having a conversation with her brunette friend at an outdoor concert venue in the rain.	4833952388.jpg#2/At an outdoor concert, blond and a brunette are caught in the rain.	4833952388.jpg#4/Girls laughing and wearing coat	A blond woman speaking.	2	3	0	neutral
8574	5506383509.jpg#0/Four kids playing, one in a red dress one in a pink shirt, one in a white shirt and a little boy with his arm through a green toy.	5506383509.jpg#1/One young girl in a dress, and three young children leaning against a wall.	5506383509.jpg#3/A group of children playing and having a good time.	5506383509.jpg#4/Young children playing with paper.	Kids sit on a bench.	0	1	4	contradiction
8575	4970381473.jpg#1/Three women with headscarves and bright clothing take a ride in a rickshaw.	4970381473.jpg#2/Women in Afghanistan who must cover themselves.	4970381473.jpg#3/Three women are riding in a carriage together.	4970381473.jpg#4/Three women are riding in a cart.	Some women standing.	2	0	3	contradiction
8576	7589467042.jpg#1/A member of the blue devils youth basketball team controls a ball in a game against the crusaders.	7589467042.jpg#2/A group of teenagers in a variety of jerseys maneuver for control of a basketball.	7589467042.jpg#3/Some boys are playing basketball on a court.	7589467042.jpg#4/A basketball game between two schools.	Men playing a competitive game.	5	0	0	entailment
8577	3108544687.jpg#0/A man and a woman dressed in jeans and white shirts sit and look off into the distance of a rocky terrain.	3108544687.jpg#2/A man and woman wearing sunglasses sitting on a rock.	3108544687.jpg#3/A man and woman sit on the rocky overlook.	3108544687.jpg#4/A man and a woman sit on rocks.	Children sitting in a circle.	0	0	5	contradiction
8578	2215837479.jpg#1/A worker in a yellow suit and red hat is working high above the city.	2215837479.jpg#2/A worker in a yellow jacket is hoisted up high to work on a building.	2215837479.jpg#3/A worker in a red hat and yellow coat is on crane lift.	2215837479.jpg#4/A Heavy machine lifting up a worker.	A man working on the side of a building.	4	1	0	entailment
8579	4309129855.jpg#0/A white-haired man closes his eyes as he plays a violin in front of a stone building on a sunny day.	4309129855.jpg#1/A smiling man, seated, leans against the wall while he plays a violin.	4309129855.jpg#3/A sitting man playing the violin.	4309129855.jpg#4/Man with mustache plays violin.	An old man playing an instrument.	4	1	0	entailment
8580	553009435.jpg#0/One soldier is hopping over a 6 foot gate to join two other soldiers, one of which has his gun aiming back over the gate.	553009435.jpg#1/A soldier dressed in combat gear scales a wall to join his fellow comrades on the other side.	553009435.jpg#3/American soldiers smile as one hurdles over a wall.	553009435.jpg#4/A soldier climbs over a gate as two others look on.	Friends socializing.	3	0	2	contradiction
8581	180753784.jpg#0/A group of people all dressed up marching along the road playing instruments and holding flags and other props.	180753784.jpg#1/A group of men are dressed in old military costumes, carrying instruments as if in a parade.	180753784.jpg#3/Men dressed in 1800 's military uniforms in formation to march with band.	180753784.jpg#4/A whole town participates in a war reenactment in the streets.	Two men standing on a path.	2	0	3	neutral
8582	2874728371.jpg#1/A large brown dog and a small gray dog on a rocky surface with weeds behind them.	2874728371.jpg#2/A small black dog is shocked when a larger brown dog gives him a sniff.	2874728371.jpg#3/A large brown dog has his nose on the back of a small black dog.	2874728371.jpg#4/The brown dog sniffs the back of a smaller black dog.	A large dog catching a Frisbee.	0	0	5	contradiction
8583	3273757324.jpg#0/Outside on a park bench an elderly man naps, while someone works in the background.	3273757324.jpg#1/An old man with white hair falls asleep on a green bench outside.	3273757324.jpg#2/A man in a red sweater sits on a green bench in a park.	3273757324.jpg#3/Old man wearing a red shirt sitting on a green bench.	A painter sits.	1	1	3	contradiction
8584	4975568426.jpg#1/Girl on a bike kissing a friend, who is wearing a backpack.	4975568426.jpg#2/A man leans over to kiss a woman on a bike near a palm tree.	4975568426.jpg#3/A woman in a purple outfit, on a bike, is kissing a man.	4975568426.jpg#4/A woman in pink, sitting on a bicycle, is kissing a man	A man walking.	0	1	4	contradiction
8585	6157574915.jpg#0/Two females are playing rugby on a field, one with a blue uniform and one with a white uniform.	6157574915.jpg#1/Two females, one in a dark blue shirt and the other in a white shirt, are playing lacrosse.	6157574915.jpg#2/A female lacrosse player in blue chasing another in white who is moving away with the ball.	6157574915.jpg#4/Two women are playing lacrosse on a turf field.	Two women posing for a camera.	0	0	5	contradiction
8586	3087225132.jpg#0/A man in a brown American Classics shirt can be seen in the foreground, squinting his eyes closed while a crowded nightclub.	3087225132.jpg#1/A boy stands goofily in the middle of a social gathering.	3087225132.jpg#3/A guy in a light brown shirt smile at the camera.	3087225132.jpg#4/Man having fun at a party.	A guy poses for a picture.	4	0	1	entailment
8587	4688994030.jpg#0/A doctor wearing blue scrubs leans against a wall while watching others work on a patient.	4688994030.jpg#1/Medical staff looks on as a medical procedure takes place on a video monitor.	4688994030.jpg#3/A medical worker wearing a mask in the hospital.	4688994030.jpg#4/A man in blue scrubs observes an operation.	A doctor standing.	4	1	0	entailment
8588	4328435391.jpg#1/Eight oriental teenagers in red shirts are sitting on concrete bleachers.	4328435391.jpg#2/A group of people wearing red shirts are sitting on a stone bench.	4328435391.jpg#3/A group of Asian teenagers wearing red t-shirts sit on steps.	4328435391.jpg#4/Several young people in red shirts are sitting on steps.	Men sit on a long bench.	2	1	2	neutral
8589	2520892855.jpg#0/People talk among themselves near an outside sitting area.	2520892855.jpg#1/Three young people stand on the street conversing.	2520892855.jpg#2/Three people stand together talking.	2520892855.jpg#4/Three friends are talking.	Individuals conversing.	5	0	0	entailment
8590	7247347662.jpg#1/A woman in a plaid dress and bare feet performing a ritual dance over bamboo poles.	7247347662.jpg#2/A woman dressed in bright clothing jumps over sticks held by a man.	7247347662.jpg#3/A young woman jumping over wooden objects in front of onlookers.	7247347662.jpg#4/A girl wearing bright colors is jumping around during a festival.	Two girls running.	0	1	4	contradiction
8591	4289135695.jpg#0/A waitress in a Mexican style restaurant is serving a group of people at one of her tables.	4289135695.jpg#1/A waitress in a white t-shirt serving guests at a restaurant.	4289135695.jpg#2/A waitress is serving some women at a restaurant.	4289135695.jpg#3/A waitress is serving customers at a restaurant.	Some women gathered.	3	1	1	neutral
8592	2565703445.jpg#1/A man looks out at the water under a bridge and against a skyline.	2565703445.jpg#2/A man gazes over the rail in the peaceful early morning.	2565703445.jpg#3/Man leaning on railing with lamppost behind him	2565703445.jpg#4/A man looks over a railing into the water.	A woman stands with a man.	1	2	2	contradiction
8593	4823906931.jpg#0/A group of people, mostly children, are playing in a shallow wading pool.	4823906931.jpg#1/Children play in a shallow pool next to a large image of a girl 's face.	4823906931.jpg#3/A large display of a child 's face over a water park.	4823906931.jpg#4/A group of children are getting wet in a park.	Two children playing on a statue.	1	2	2	contradiction
8594	137431037.jpg#0/Three different people, all wearing light colored tops and dark pants, are taking pictures with their cameras.	137431037.jpg#1/A group of people are taking pictures, with one person standing on a plastic storage tub atop a table.	137431037.jpg#3/People standing around taking video.	137431037.jpg#4/Two people are taking pictures.	A man filming.	1	2	2	neutral
8595	4493330346.jpg#1/Men in soldier uniforms shoot guns into the air.	4493330346.jpg#2/A war reenactment with onlookers observing.	4493330346.jpg#3/Men are shooting guns in a public square.	4493330346.jpg#4/Gun salute during a public display.	A group learns.	0	2	3	contradiction
8596	3560771491.jpg#0/A dirty-blonde girl wearing a white tank top and blue jeans is standing in the middle of a green field and playing with dandelions.	3560771491.jpg#1/A girl in a green top is blowing the seed from a dandelion in a green field.	3560771491.jpg#2/A young girl is blowing dandelions in a field.	3560771491.jpg#4/A young girl standing in a grassy field.	A child kissing a child.	0	1	4	contradiction
8597	1799271536.jpg#1/A brown and black dog runs down a sandy beach.	1799271536.jpg#2/An orange cat with black stripes on a beach.	1799271536.jpg#3/A striped dog runs along the beach.	1799271536.jpg#4/Long necked dog jumps on sand	A performer runs.	1	0	4	contradiction
8598	3093970461.jpg#0/Two young women are embracing at the side of a road and looking at an mp3 player.	3093970461.jpg#2/Two teenage girls are standing on beside the beach listening to iPods.	3093970461.jpg#3/Two females are in an embrace on the street aside a beach.	3093970461.jpg#4/A woman and child hug near a road.	Woman walks on top of a wall.	0	0	5	contradiction
8599	5748015019.jpg#0/Two boys, one wearing blue and the other wearing white, are riding their bikes off a large jump on a dirt trail surrounded by trees.	5748015019.jpg#1/Two men are riding trail bikes and are jumping over a hill in an area that is wooded.	5748015019.jpg#3/Two BMX riders airborne having just hit a large dirt ramp.	5748015019.jpg#4/Two men or boys jumping bikes off bike course.	A boy is waving.	0	2	3	contradiction
8600	3423678845.jpg#1/A toddler holding a pink piece of yarn	3423678845.jpg#2/A child playing with some yarn.	3423678845.jpg#3/A baby is wearing red shorts.	3423678845.jpg#4/An Asian child holding yarn.	A child skiing.	0	0	5	contradiction
8601	44953142.jpg#0/A shirtless man works with some white substance on a tray as he sits on a stool on a tiled floor.	44953142.jpg#1/An old man sits on a low chair with a yellow tray on his lap.	44953142.jpg#2/A man with green pants sitting with a tray on his lap.	44953142.jpg#4/An old man sits with a tray in his lap.	A man smoking a cigarette.	0	1	4	contradiction
8602	2844588501.jpg#0/Adorable blond-haired little girl posing for her Daddy while he takes her picture.	2844588501.jpg#1/A child, in a red coat, makes a funny face for the camera.	2844588501.jpg#4/A girl in a red jacket laughs at the camera.	2844588501.jpg#4/A girl in a red jacket laughs at the camera.	A boy bends down.	0	3	2	neutral
8603	2229571601.jpg#0/There is a man sitting on a bus holding his head in his hands.	2229571601.jpg#1/A man on a bus drives past another man on the street.	2229571601.jpg#3/A man is waiting for a bus at the bus stop	2229571601.jpg#4/A bystander watches a bus go past.	A man passes a man on a sidewalk.	2	1	2	entailment
8604	4194543575.jpg#0/In the autumn, two men run in opposite directions down a path that leads over a bridge and through the woods, while two others walking a dog are stopped on the bridge.	4194543575.jpg#2/A man is jogging in the park and there are other 's jogging and walking dogs around him.	4194543575.jpg#3/Various people out and about in a public place on an autumn day.	4194543575.jpg#4/Man in all black outfit running across bridge.	A brown dog and a black dog are in the grass.	1	1	3	contradiction
8605	2064841667.jpg#0/An oriental child of approximately three years of age is blowing on a toy and she is wearing green bracelets.	2064841667.jpg#1/Young girl wearing white holding colorful paper by her mouth.	2064841667.jpg#2/A small child is playing with a toy in front of a wall.	2064841667.jpg#4/An Asian child blowing on a party favor.	A child has fun.	4	0	1	entailment
8606	420355149.jpg#0/A small child in a cap is sitting on a large seat with hands through a steering wheel.	420355149.jpg#1/A little kid dressed in blue, playing in a boat.	420355149.jpg#2/A child in a green cap sits at a boats controls.	420355149.jpg#4/A small child in a pretend car.	A boy gazing.	4	0	1	entailment
8607	2196284168.jpg#0/A baby boy sucks on the sweater arm of the woman holding him.	2196284168.jpg#2/A baby in a green bib with arms around him.	2196284168.jpg#3/The baby is holding someone 's arm.	2196284168.jpg#4/A baby in a highchair.	A baby sitting.	4	1	0	entailment
8608	944788251.jpg#0/A boy and a large dog stand on a dock watching another dog swim in the water.	944788251.jpg#2/A boy and a dog on a dock are watching another dog swim away.	944788251.jpg#3/A boy and his dog are watching an object in the water.	944788251.jpg#4/A boy and a dog stand on a dock watching another dog.	A black dog looking at another dog.	4	0	1	entailment
8609	3893397403.jpg#1/A man wearing sunglasses and walking with a cane is crossing the street.	3893397403.jpg#2/A man who uses a cane walks over the white lines of a crosswalk.	3893397403.jpg#3/The man is walking with a cane and carrying a bag.	3893397403.jpg#4/A man with a cane walking in a crosswalk.	A man navigating.	5	0	0	entailment
8610	6932687061.jpg#0/Man wearing sneakers and a gray T-shirt sits on his haunches facing a drum set with electrical cord around him.	6932687061.jpg#2/A man with a gray shirt is rehearsing in front of an empty drum set.	6932687061.jpg#3/A boy sits facing away from the camera in front of a drum set.	6932687061.jpg#4/A man is sitting in front of his drum set performing.	A musician kneeling.	4	0	1	entailment
8611	2705920066.jpg#1/Two men trading a sausage link with each other via mouth.	2705920066.jpg#2/Two men kissing with a sausage in their mouths.	2705920066.jpg#3/Two guys playing a game at a bachelor party.	2705920066.jpg#4/Two gay guys having fun with a wiener	A man standing outdoors.	1	2	2	contradiction
8612	5037997306.jpg#1/This appears to be a work place or research location, possibly a farm, but a very damp one that has some funky looking green mold creeping up the walls.	5037997306.jpg#2/Two men, one younger one older, work in a small room with open doors and windows loading plastic crates.	5037997306.jpg#3/Two men are working next to a large rectangular vat overflowing with water.	5037997306.jpg#4/Two men are working over a table in a room where fish is cleaned.	A cat stands.	0	0	5	contradiction
8613	6201963747.jpg#0/Little baby with whisk, is covered with cookie batter and waving the whisk around.	6201963747.jpg#1/A little girl with flour all over her sitting in a highchair.	6201963747.jpg#2/A little guy in a highchair playing with a whisk and flour.	6201963747.jpg#3/A little kid with food all over her face in a highchair.	Child makes a mess.	5	0	0	entailment
8614	328322290.jpg#0/Man standing in front of a table filled with an assortment of eatable items as darkness look on.	328322290.jpg#1/An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.	328322290.jpg#3/A young man shows off his food wares at a local market.	328322290.jpg#4/A black man purchasing goods at a market.	Men facing each other.	1	2	2	neutral
8615	1932161768.jpg#0/A small white dog with a blue collar is climbing over a large log.	1932161768.jpg#1/A white terrier is jumping over a log.	1932161768.jpg#2/A white dog jumps over a log outside.	1932161768.jpg#3/A small white dog climbs over a log.	A dog walks.	4	1	0	entailment
8616	4579150154.jpg#0/A gymnast wearing a black leotard is flying through the air.	4579150154.jpg#1/A female dancer in black spandex flies through the air.	4579150154.jpg#3/There is a ballet dancer jumping in the air.	4579150154.jpg#4/A ballerina is doing a grande pas de chat.	A performer kneeling.	0	1	4	contradiction
8617	4774890267.jpg#0/An adult is braiding the hair of a young schoolgirl who sitting in a wooden chair in front of a tent with a baby in her lap.	4774890267.jpg#2/A girl sits, holding a baby, while a ribbon is put in her hair.	4774890267.jpg#3/Two children hugging each other in outdoor tent city.	4774890267.jpg#4/A woman is putting a ribbon in a little girl 's hair.	A child smiles.	3	1	1	neutral
8618	1869615544.jpg#1/A number of children wearing red shirts with white hearts stand outside a bus, watched by two men, receiving toys.	1869615544.jpg#2/A group of volunteers working with children to do a toy drive outside of a toys r us for children in need.	1869615544.jpg#3/Some men are watching after a group of kids in front of a Toys R Us.	1869615544.jpg#4/A group of children outside of a toy store loading off a bus.	A group of children sit on the sidewalk.	0	3	2	neutral
8619	2910885196.jpg#0/A man in a blue button-down shirt and holding a knife grins at a woman while standing in front of a white and black cake while another man in a black shirt stands behind him.	2910885196.jpg#1/The man in the blue shirt held a knife and got ready to cut the sheet cake.	2910885196.jpg#3/The man in the blue shirt is about to cut the cake.	2910885196.jpg#4/A man with a knife in front of a cake.	A man has a hat.	0	4	1	neutral
8620	2662537919.jpg#0/A closeup shot of a long-haired man playing a red electric guitar.	2662537919.jpg#1/Man with long blond hair playing red electric guitar.	2662537919.jpg#2/A man with long blond hair playing a red guitar	2662537919.jpg#3/Person with blond flyaway hair playing guitar	A man rocks out.	5	0	0	entailment
8621	50831436.jpg#0/Two young men are playing a board game in the living room.	50831436.jpg#1/Several men are playing a board game in a living room.	50831436.jpg#2/A few men sitting on sofas, playing a board game.	50831436.jpg#3/Two men playing a board game in the living room.	Child playing outside.	0	1	4	contradiction
8622	450596617.jpg#0/Two people are walking alongside a decorative railing while wearing winter gear.	450596617.jpg#1/Two people in coats walking next to a fence.	450596617.jpg#2/Two people walk together on a cold day.	450596617.jpg#4/Two people are walking by the ocean.	Man and woman walking.	4	1	0	entailment
8623	3364258732.jpg#0/An Asian man in a black tracksuit is watching students doing exercises on basketball court.	3364258732.jpg#1/Several people are participating in an athletics class.	3364258732.jpg#2/Various people on a basketball court.	3364258732.jpg#4/People dancing in front of an instructor	A man is about to kiss someone.	0	1	4	contradiction
8624	3872967416.jpg#0/A man is standing in the street, producing a ball of fire from an object in his hand.	3872967416.jpg#1/People are watching a street performer doing tricks with fire.	3872967416.jpg#2/A street performer wearing no shirt is doing an act with fire.	3872967416.jpg#4/A man blowing fire on the streets.	A man falling.	1	1	3	contradiction
8625	4744046556.jpg#0/A man in a white shirt and a man in an orange shirt and red turban are looking at things under microscopes.	4744046556.jpg#2/Two men look through microscopes in a lab with chemicals and petri dishes.	4744046556.jpg#3/Two men in a laboratory are peering through microscopes to observe slides.	4744046556.jpg#4/Two students observing things in a microscope in a student lab.	Two men sitting at a counter.	1	3	1	neutral
8626	2524831824.jpg#0/An older man in a suit peels a carrot while kneeling in the midst of a crowd of onlookers.	2524831824.jpg#1/An old gray-haired man demonstrates a vegetable peeler on a carrot.	2524831824.jpg#2/A gentleman is showing a crowd how to peel carrots with his peeler.	2524831824.jpg#4/An old man peeling carrots in front of a crowd.	Onlookers watch.	2	0	3	entailment
8627	2256320794.jpg#0/A dog that looks like Lassie, making a funny face.	2256320794.jpg#1/The collie is standing outdoors on a sandy area.	2256320794.jpg#3/A puppy runs in the sand.	2256320794.jpg#4/A dog is waling on sand.	A dog flies.	0	1	4	contradiction
8628	7333716086.jpg#1/A man in a black and white jersey is holding yellow ski poles and preparing to take off.	7333716086.jpg#2/A man wearing a blue and white uniform clutching two yellow ski handles.	7333716086.jpg#3/His eyes filled with joyous expectation, a skier prepares for a jump.	7333716086.jpg#4/A smiling athlete in a black and red helmet holding ski poles.	A man racing.	3	2	0	entailment
8629	4422648873.jpg#0/A person in a long, tan trench coat walks along the sidewalk in front of a stone building.	4422648873.jpg#2/A person with a white coat is walking outside a stone building.	4422648873.jpg#3/A solitary pedestrian walks through the downtown area.	4422648873.jpg#4/A woman walking down the street on the sidewalk.	A woman carries a bag down a street.	4	1	0	entailment
8630	6932687061.jpg#0/Man wearing sneakers and a gray T-shirt sits on his haunches facing a drum set with electrical cord around him.	6932687061.jpg#1/A musician in a simple gray tee is kneeling in front of his drums on a wooden plank stage.	6932687061.jpg#3/A boy sits facing away from the camera in front of a drum set.	6932687061.jpg#4/A man is sitting in front of his drum set performing.	Guy jumping.	0	1	4	contradiction
8631	3978338583.jpg#1/An Asian woman, and a small Asian child eating together.	3978338583.jpg#2/A woman and child eating under a row of jack-o-lanterns.	3978338583.jpg#3/A woman and young girl are sitting at a table eating.	3978338583.jpg#4/A woman and a young girl are eating side by side.	An Asian woman enjoying food.	4	0	1	entailment
8632	5595612913.jpg#1/A local police officer in uniform is ordering a pastry and coffee for his morning breakfast.	5595612913.jpg#2/A police officer, with many items around his waist, is ordering something at a cafe.	5595612913.jpg#3/A police officer is ordering coffee at a shop and has many gadgets strapped to his belt	5595612913.jpg#4/A law enforcement officer looking at food in a cafe.	A policeman standing.	4	1	0	entailment
8633	3799845307.jpg#0/A man in a black shirt painting a duplicate copy of another painting hanging in an art gallery.	3799845307.jpg#2/This man is looking at a painting, with a brush in his hand.	3799845307.jpg#3/A male paused in thought while painting a picture.	3799845307.jpg#4/A man replicating a painting.	A man using a paintbrush.	4	0	1	entailment
8634	3042483842.jpg#0/A man in a blue shirt, black jacket, and glasses smiling with his arms crossed.	3042483842.jpg#1/A man wearing glasses, a blue shirt with a black jacket and a smile	3042483842.jpg#3/A smiling man wearing glasses and a leather jacket.	3042483842.jpg#4/A man in a leather coat and glasses smiles.	A man has a rope.	1	0	4	contradiction
8635	4870291079.jpg#0/An older gentleman wearing a hat is walking on crutches next to a busy street.	4870291079.jpg#2/A man with crutches passes behind a white truck.	4870291079.jpg#3/A man in a blue shirt is walking with crutches.	4870291079.jpg#4/An elderly man with crutches hailing a taxi.	Men sitting with another man standing.	1	0	4	contradiction
8636	2603334363.jpg#0/A young, blond girl in a fairy outfit is riding a pink and purple tricycle.	2603334363.jpg#1/A small girl dressed in a green fairy costume is riding a big wheel bicycle.	2603334363.jpg#2/A young girl wearing a green fairy costume riding a BigWheels	2603334363.jpg#3/A girl wearing a fairy costume rides a tricycle.	Black boys riding a bike.	1	0	4	contradiction
8637	3939508858.jpg#0/A brown-haired man wearing jeans, glasses, a pink shirt, and jacket is playing guitar and singing into a microphone.	3939508858.jpg#1/A man in a blue jacket and pink shirt is singing and playing the guitar	3939508858.jpg#2/Two guitarists are performing in front of a gum ball machine.	3939508858.jpg#3/Two men playing a bass and a guitar singing a song.	Two teams playing football.	0	0	5	contradiction
8638	4556421643.jpg#0/Four people are standing next to a brick wall and the man is holding a sign that reads " Prayer booth "	4556421643.jpg#2/Several young people on a street holding a sign saying " Prayer Booth. "	4556421643.jpg#3/Some people are standing outside a store; one holds a sign.	4556421643.jpg#4/A man holding a prayer sign and standing with young girls.	A small group stands.	3	1	1	entailment
8639	4647908531.jpg#0/A man in a green shirt, holding a bike in front of him, looking towards an officer talking to several young men.	4647908531.jpg#2/A man in a green shirt is watching a policeman talking to tow other men with skateboards.	4647908531.jpg#3/A man in a green shirt waits while the police question some snowboarders.	4647908531.jpg#4/A man with a weird bike watches a policeman and some skateboarders.	Cooks talk.	0	1	4	contradiction
8640	446714977.jpg#0/Three men with guitar-like instruments and a woman perform on a small stage.	446714977.jpg#1/Four piece band practicing before the nightclub opens.	446714977.jpg#2/Four men are playing instruments on stage.	446714977.jpg#4/A four player band plays on stage.	Men play guitar on a boat.	1	2	2	contradiction
8641	1009692167.jpg#0/An officer in a reflective vest stands at the front of his van with his dog.	1009692167.jpg#1/A trained police dog sits next to his handler in front of the police van.	1009692167.jpg#3/A policeman is standing with a German Shepherd dog.	1009692167.jpg#4/A policeman stops on a street with a search dog.	A man looking for something.	1	1	3	entailment
8642	56494233.jpg#0/A lone climber on a snowcapped mountain with several huge mountains in the background.	56494233.jpg#1/A man is standing looking at the path ahead while hiking in a mountain range.	56494233.jpg#3/Sole mountain climber stands atop snowy peak looking left.	56494233.jpg#4/A person with a backpack stands on a snowy mountain.	A man does a dance.	0	0	5	contradiction
8643	51146227.jpg#1/The lady in red is sitting in front of the fountain.	51146227.jpg#2/A woman bends down to the ground and smiles.	51146227.jpg#3/A girl in red sits near a fountain.	51146227.jpg#4/A young lady is sitting in a yard.	A woman checking her purse.	0	3	2	neutral
8644	3364202209.jpg#0/A woman looks up while eating with a spoon out of bowl she is holding in her left hand.	3364202209.jpg#1/A woman in a black shirt is putting a spoon into her mouth.	3364202209.jpg#2/A woman in black spoons food into her mouth from a bowl.	3364202209.jpg#4/A woman in a black shirt is eating.	A woman yawning.	0	2	3	contradiction
8645	3343215311.jpg#1/Two men are conversing outdoors, while a third looks on.	3343215311.jpg#2/A man in a yellow shirt asking an man a question.	3343215311.jpg#3/Two men are talking while another looks on.	3343215311.jpg#4/Three people are at a park.	A man standing.	2	2	1	entailment
8646	2966901532.jpg#0/A man wearing swim goggles is doing the crawl in a lane in a swimming pool.	2966901532.jpg#1/A man wearing goggles is swimming in a pool.	2966901532.jpg#3/A person with goggles on swimming.	2966901532.jpg#4/The man in the pool is swimming.	A swimmer swimming.	5	0	0	entailment
8647	3631136463.jpg#0/Two dark colored dogs are walking through the grass both holding a large stick.	3631136463.jpg#1/Two dogs walking through tall grass carrying a tree branch in their mouths.	3631136463.jpg#2/The brown and black dogs are carrying a big log in the meadow.	3631136463.jpg#4/Two dogs retrieving a large stick of wood	Two dogs share a toy.	5	0	0	entailment
8648	98944492.jpg#0/A man walks on the street with a snow shovel during a snowstorm.	98944492.jpg#1/Person with shovel walks through snowstorm in front of cafe.	98944492.jpg#2/A person with red gloves carries a shovel through the snow.	98944492.jpg#3/A person is carrying a shovel walking down a snowy street.	Someone walking.	3	1	1	entailment
8649	4401471260.jpg#0/A man who is wearing a black coat is standing behind a camera on a tripod.	4401471260.jpg#2/The photographer has set up his equipment on the blacktop.	4401471260.jpg#3/A man wearing a dark coat is setting up a camera.	4401471260.jpg#4/A man standing while filming.	A man is skiing.	0	0	5	contradiction
8650	369893824.jpg#0/Three people sitting at a round table are looking at another man pointing at something written on the wall.	369893824.jpg#1/A man in a striped shirt explains his proposal to his co-workers.	369893824.jpg#2/A group of people look on as a man points to a whiteboard.	369893824.jpg#4/Three people are listening to a lecture.	A man sweating.	0	3	2	neutral
8651	5045035726.jpg#0/A man is talking into a mic while a woman looks at a book beside him and a kid watches them.	5045035726.jpg#1/Man with black hat, holding microphone next to girl with red hair looking at a book.	5045035726.jpg#2/A kid with a green mohawk looks on as a man and woman talk into a microphone.	5045035726.jpg#4/Man with a microphone interviewing a young woman	A pale man stands.	1	2	2	neutral
8652	4645730257.jpg#1/A woman is wearing a blue and white striped shirt while sitting.	4645730257.jpg#2/People brooding about their lives in a crowded train	4645730257.jpg#3/A group of people are sitting on a bus.	4645730257.jpg#4/People sit aboard a train or subway.	A man holding a woman's hand.	0	3	2	neutral
8653	2121140070.jpg#0/A group of people gather on the grass field and throw a pink hoop.	2121140070.jpg#1/A group of people are playing with a large red ring.	2121140070.jpg#2/A group of people in a large yard toss a disc.	2121140070.jpg#3/Men playing with a red ring out in the field.	Children play Frisbee.	3	1	1	neutral
8654	2995173839.jpg#1/A man is lifting heavy rocks and stacking them on top of one another.	2995173839.jpg#2/A man in a red baseball hat moves rocks in a rock formation.	2995173839.jpg#3/A man is stacking rocks by the waterfront.	2995173839.jpg#4/A man stacking rocks on a busy boardwalk.	A man sitting while talking.	0	0	5	contradiction
8655	4977226573.jpg#1/Several men are standing on a city street, and one man in a yellow shirt is approaching a silver car.	4977226573.jpg#2/A city street corner with a silver car parked in the street near the buildings.	4977226573.jpg#3/A gray car waits for the light to turn green at an intersection.	4977226573.jpg#4/Some people and a car are at an urban intersection.	Pedestrians walk.	1	0	4	contradiction
8656	2196284168.jpg#1/A baby is sitting in his highchair between a person 's arms.	2196284168.jpg#2/A baby in a green bib with arms around him.	2196284168.jpg#3/The baby is holding someone 's arm.	2196284168.jpg#4/A baby in a highchair.	A woman holding a bubble.	0	0	5	contradiction
8657	170525064.jpg#1/A man in a military uniform stands next to what appears to be a military k-9 dog, with a loudspeaker in the foreground, and other military personnel and military vehicles in the background.	170525064.jpg#2/The Army also trained their man and also the man best friend.	170525064.jpg#3/Two men stand guard as one man walks a dog.	170525064.jpg#4/Men standing in a field with a dog.	Some men clean.	0	0	5	contradiction
8658	3746285587.jpg#1/A woman in a headscarf is kneeling on the ground praying.	3746285587.jpg#2/A woman in a brown shirt is kneeling in the street.	3746285587.jpg#3/A woman is kneeling in the middle of the street.	3746285587.jpg#4/A woman praying to her gods.	Woman rocking out.	0	1	4	contradiction
8659	1473250020.jpg#0/A man who is wearing only shorts and shoes is standing on rocks with the water below him.	1473250020.jpg#1/A young man in shorts is looking into a stream next to a rock wall.	1473250020.jpg#2/A man is standing by rocks and water and is holding a stick.	1473250020.jpg#3/The man is standing by a creek in blue flannel shorts.	A boy stands.	3	0	2	contradiction
8660	7278335118.jpg#1/A little girl is making a gesture with her fingers and smiling while a boy laughs in the forefront.	7278335118.jpg#2/A young boy and girl are laughing together as the girl holds up a hand sign.	7278335118.jpg#3/Two children smiling and making funny hand signals.	7278335118.jpg#4/Happy children rocking out and smiling.	A child walking.	2	1	2	neutral
